ram_percent,cpu_temp,cpu_usage,net_usage,net_delay
86.7113339020224,57.6327919545721,63.8443829928037,39.053445356018,7.91427320408041
40.0483033213137,57.9216105507836,70.9676395418372,78.3053811420224,9.5098518115441
39.9953899325659,57.5586218843475,47.1878017386505,48.3089662552312,7.86779553856758
50.4264853223136,57.2592074822918,60.0680854665241,58.5312428378021,8.17638430482431
93.207696249333,81,95,81.5748821283282,5.93267146850583
89.0894070736417,56.7760176389427,38.1647390430585,37.9450681388568,8.07357504142785
53.2954594909205,53.6869520471464,66.1698593767747,65.817821432076,4.81335610844748
68.1502043910228,62.7717385269974,65.5491567065801,77.1643092618823,6.40317857036344
48.5850221349093,61.3109732627477,73.6497497805518,57.1830910048137,6.91025020685282
46.4019095721805,57.5819143676602,56.1873141402575,77.9862989760625,5.7527128638625
59.8694326701458,56.7901595271153,69.9890924020922,65.5975166424625,5.94140954316193
55.1191464766904,63.2746412735136,49.1847735174938,57.7966149221444,8.37029969238069
71.9881035996424,55.5227237173314,69.7046091887341,50.6875542825268,8.08612780658783
74.1758829259325,52.4176802526873,63.6352417064108,57.1826580857052,11.5215872216352
95.3549197571166,80,96,36.7770998081046,6.22007389842676
54.2779468980936,56.6904666546172,58.2294763840676,48.2391637978579,6.87351571022264
49.8936878300715,60.8498116492964,54.6768157315839,62.0743682147746,8.32544801285687
65.0309763549364,54.7711454567997,57.7361207276285,49.709669100802,8.94544638096942
66.2990006611359,62.5624838532334,67.1773458587429,50.1371540402765,6.81895512244893
55.1485632062655,59.1727495943845,50.9585014780828,66.8664135071826,5.87403898044275
61.4910008621768,62.3501110496743,75.1847269405039,89.5557435705416,6.65967057948142
61.7262654974705,58.1100379428632,66.9968680593155,61.3709357442501,7.77259328279998
53.3628316636605,57.3033647555519,53.4960607516787,36.233409258665,5.58785163196784
64.5309585302605,58.8517766100607,81.190134749818,54.1995262327425,6.24932007612773
69.0320127593754,58.5798331209522,69.9633203326171,35.7565410515398,5.45000369715404
46.8850919816301,57.5615601561005,59.3080341838036,48.9820560820014,8.38141779636369
65.3386278224653,60.177401960146,77.0562154822587,43.6889683446878,6.80939346347474
61.4759130226399,53.0620389123046,60.0636512040773,52.298287569895,8.12106693330866
62.9014619115479,57.5455095379817,63.051937397848,53.4473615393236,8.18393030679521
67.9892823414125,57.1787743290439,50.7495257115582,73.3423076432244,7.62902819422626
96.4818342948658,84,99,47.1221705995294,6.57422559260313
68.8920996945885,54.4122686612234,71.5498933202378,61.3141815261799,8.82121870415125
55.4848874579321,59.8056989588358,61.840126929025,53.2752489584511,5.18672943520551
60.9265704896446,62.1912747885983,77.3786773795899,67.2318882105389,5.69536446381552
61.9971275675098,55.9399580095093,51.9305197409139,46.2702045146679,8.65250208017018
65.7694316083718,61.9155569790655,65.7722767067142,51.5717264172163,6.50532109180749
63.5803083556222,52.7614880018028,61.8318665155409,57.1093967425633,8.1138267894674
59.7781799365497,60.0899810980451,66.116193530678,71.4397357745795,10.1182626642776
41.2417613347973,60.7359076696349,59.6552967190347,34.7474550903253,8.09568030356067
56.0226407466055,55.8164608498926,58.9302368267126,0.606636462623953,7.93203657632415
69.8522464439956,57.4008619096208,59.0570639286729,46.9145837998545,4.60902573229701
52.5260910847944,54.9617981605709,38.4836178111727,51.033282591174,4.43332388205123
67.0996845198006,60.9348109024554,82.6818879786551,57.2771822650333,6.39978754402957
47.1738579607381,60.0560143990444,72.8082786350222,56.8469212923032,9.01011756031552
69.2250823609362,55.4504383381843,61.76437251625,41.3278451630857,6.04393173649819
61.8318869233666,54.5141494126946,82.6773367030662,45.6825768785695,7.10722903812245
43.8955621661855,59.2128598958455,71.0550533743174,72.9622835627801,10.2153000051298
55.6983879872887,57.3320022360806,63.5024151998297,50.4152926427475,9.08401511057164
57.3112339610031,58.0372995825163,51.8594749366385,47.7910003853321,6.14949873966891
60.8335227837522,53.1545777812677,51.5645325713673,53.4409832521701,8.45545792212796
39.7424224446539,60.1748083169237,68.6605119224557,65.5250166787685,7.32953102252886
66.0188736407437,53.295174650017,54.5422832018875,57.0094201557304,7.23439786382783
68.5362110639064,51.8576956112059,54.6492629881693,63.12224051608,5.71176756470342
58.3429590550361,57.9752585081505,58.9067197871659,27.9798795365685,4.36803780672379
37.8777736594844,54.4358347594547,57.7631672802422,51.2807441070243,6.5055340422621
54.4589656744662,57.9299575403341,64.8458667956407,52.4538111807267,6.62975043973556
69.6757496575025,60.5736806247904,55.5746514635575,49.3840860122935,7.39963587056676
58.120820333723,52.0855024605641,58.4085417323842,55.0465244356374,11.9003220206299
60.070516579254,58.5179254218357,64.4870209256738,47.7583323115305,5.9978880226236
47.898777384864,64.3225465202898,65.2959764870043,39.1339831166661,5.59925079542762
63.8825772803636,60.3480335796148,53.9901343003753,84.6418309286942,6.53824959108081
54.4219347518215,51.8014107027484,78.5804538318989,58.7782807955502,8.16814425791867
57.5689296937421,60.8266787250986,64.3733573594552,49.4046387099072,5.89880224772381
65.808845661155,57.1298350584037,69.4152328194949,69.5010243358388,7.95809804088217
63.2911121556615,61.5619362651942,67.1354094656983,62.8655390326577,5.32384784816329
98.7726131664842,80,98,49.8866496454991,3.30482820458698
65.6178582424311,56.2186425590499,57.9081779437873,61.4201421020837,8.26594294808734
52.9128938906838,62.790349163136,35.2219004570104,48.410924935716,6.82961539565951
42.8975218175698,53.6708327002216,59.8893811648405,75.08683358945,3.85039040595628
68.1837520732319,55.4120841020284,68.430234493217,29.3148107537653,4.17258679246478
41.0981757820148,56.9449278469607,55.4515172580652,54.5686460151138,4.85977636292941
50.8151426495623,61.1054195840254,55.2540814648364,30.339407934805,7.22607662504651
62.6191486461503,55.6346555800255,70.5114168759256,30.0454501638056,5.21138739996261
66.6562326018117,53.2454132791613,54.4271579876247,75.6802513447001,4.38882360412723
43.53792902955,57.806620869005,67.0822288377267,67.9188051708952,7.74673668544701
59.6617500905329,58.0623228987374,58.6887846874818,61.8001121221117,4.93143293939196
56.9868919504484,56.8903221131697,67.2983080685361,59.8074100391175,5.40390925993685
39.8551311883314,58.5827518593771,53.0127345965041,58.5100571732715,5.55232539190662
58.5172081298024,57.2711604044042,45.7079195121027,43.7123353106514,10.2188357698257
57.4434211299452,59.7737134456028,71.0019693184802,31.7923173318923,8.66682844473721
45.3059099534566,53.5202216957289,56.6105754763419,62.1221169213892,7.56687064143261
60.3079178851595,56.5872736007588,65.0318515831612,58.5187982897012,5.03043067648223
75.5439002658912,54.293558933229,76.430404556048,55.6709037148912,3.50112148218807
60.228281275786,59.0359412007258,59.140210369752,58.1370572278474,6.29194160915997
42.873500544408,62.5347218006516,45.619122286874,49.8428321306959,7.95114633226946
53.406481166563,62.7241699047989,79.4733670604608,52.4963228120704,8.3433598592118
39.6233014156081,56.7114893012668,31.9832626475097,72.6873349172096,8.1258476935502
54.0090954011705,57.2929452248735,73.1479847012802,71.9949822191497,5.25020902687253
58.3469699775352,64.346943713456,75.5837974306002,44.7247892556874,9.462000722195
65.5952026815631,53.466068987741,62.3332518877965,67.7446949848425,9.07924021517965
62.2946054286393,60.3412108059409,52.0749291448897,79.8027246516564,6.97349121645401
69.200934383333,54.6468429168587,64.1052728568244,75.4588958957871,7.668127640671
98.7665693752272,77,93,49.1722851185223,8.47988185929932
78.5611077621979,50.3840862778096,62.6238607480239,48.871471975741,5.99119159433705
52.4379474728838,58,11,91.9128633528276,42
67.6505722008105,55.6345762326895,61.9621744275,59.0254039273077,6.47511513371086
